"","t","PM10"
"531",1498010400,16
"532",1498014000,18.3
"533",1498017600,27.1
"534",1498021200,29.9
"535",1498024800,30.5
"536",1498028400,32.1
"537",1498032000,21.3
"538",1498035600,21.4
"539",1498039200,23.9
"540",1498042800,21
"541",1498046400,23.8
"542",1498050000,22
"543",1498053600,19.2
"544",1498057200,16.3
"545",1498060800,18.3
"546",1498064400,17
"547",1498068000,23
"548",1498071600,22.7
"549",1498075200,19
"550",1498078800,19.9
"551",1498082400,26.6
"552",1498086000,28
"553",1498089600,26.9
"554",1498093200,33.8
"555",1498096800,22.8
"556",1498100400,22.4
"557",1498104000,25.4
"558",1498107600,25.1
"559",1498111200,39.9
"560",1498114800,41.3
"561",1498118400,30.1
"562",1498122000,23.4
"563",1498125600,29.3
"564",1498129200,33
"565",1498132800,29.1
"566",1498136400,27.9
"567",1498140000,25.6
"568",1498143600,23.4
"569",1498147200,17.1
"570",1498150800,20.3
"571",1498154400,20.4
"572",1498158000,25.9
"573",1498161600,39.8
"574",1498165200,69.5
"575",1498168800,41.6
"576",1498172400,35.1
"577",1498176000,31.7
"578",1498179600,26.8
"579",1498183200,19.7
"580",1498186800,11.5
"581",1498190400,9.2
"582",1498194000,14.9
"583",1498197600,14.1
"584",1498201200,14.6
"585",1498204800,14.3
"586",1498208400,10.8
"587",1498212000,9.2
"588",1498215600,12.2
"589",1498219200,10.2
"590",1498222800,12.8
"591",1498226400,15.5
"592",1498230000,7.5
"593",1498233600,10.6
"594",1498237200,17.5
"595",1498240800,12.3
"596",1498244400,18.4
"597",1498248000,15.4
"598",1498251600,11.8
"599",1498255200,17.2
"600",1498258800,19.8
"601",1498262400,11.5
"602",1498266000,11.8
"603",1498269600,15
"604",1498273200,11.7
"605",1498276800,14
"606",1498280400,13.1
"607",1498284000,15
"608",1498287600,11.8
"609",1498291200,14.3
"610",1498294800,13.1
"611",1498298400,15.9
"612",1498302000,17.9
"613",1498305600,14.4
"614",1498309200,15.1
"615",1498312800,10.4
"616",1498316400,12.2
"617",1498320000,11.2
"618",1498323600,12.4
"619",1498327200,18.7
"620",1498330800,19.9
"621",1498334400,18.6
"622",1498338000,17.1
"623",1498341600,17.3
"624",1498345200,13.9
"625",1498348800,9.9
"626",1498352400,8.5
"627",1498356000,11.2
"628",1498359600,11.3
"629",1498363200,14.4
"630",1498366800,11.2
"631",1498370400,15.2
"632",1498374000,22.2
"633",1498377600,18.6
"634",1498381200,9.3
"635",1498384800,8.9
"636",1498388400,8.7
"637",1498392000,11.5
"638",1498395600,11.3
"639",1498399200,13.6
"640",1498402800,10.4
"641",1498406400,11.6
"642",1498410000,9.2
"643",1498413600,NA
"644",1498417200,NA
"645",1498420800,21.8
"646",1498424400,16.5
"647",1498428000,12.9
"648",1498431600,14.4
"649",1498435200,14.8
"650",1498438800,11.8
"651",1498442400,15.9
"652",1498446000,16.6
"653",1498449600,14.6
"654",1498453200,22.4
"655",1498456800,21.3
"656",1498460400,20.1
"657",1498464000,16.8
"658",1498467600,18.6
"659",1498471200,22.7
"660",1498474800,21.1
"661",1498478400,24.4
"662",1498482000,17.5
"663",1498485600,24.7
"664",1498489200,16.4
"665",1498492800,12
"666",1498496400,10.5
"667",1498500000,8.9
"668",1498503600,7.2
"669",1498507200,10.4
"670",1498510800,12.9
"671",1498514400,10.6
"672",1498518000,11.7
"673",1498521600,13
"674",1498525200,14.7
"675",1498528800,19.9
"676",1498532400,24.6
"677",1498536000,25
"678",1498539600,25.5
"679",1498543200,31.1
"680",1498546800,32.9
"681",1498550400,24.4
"682",1498554000,21.7
"683",1498557600,22
"684",1498561200,21.3
"685",1498564800,NA
"686",1498568400,NA
"687",1498572000,NA
"688",1498575600,NA
"689",1498579200,47.7
"690",1498582800,23.1
"691",1498586400,10.8
"692",1498590000,7.8
"693",1498593600,7.7
"694",1498597200,6.2
"695",1498600800,8.7
"696",1498604400,7.8
"697",1498608000,11.1
"698",1498611600,12.7
"699",1498615200,20.1
"700",1498618800,22.2
"701",1498622400,17.8
"702",1498626000,23.2
"703",1498629600,21
"704",1498633200,17.2
"705",1498636800,14.8
"706",1498640400,12.2
"707",1498644000,10.1
"708",1498647600,13.2
"709",1498651200,9.9
"710",1498654800,6.1
"711",1498658400,NA
"712",1498662000,NA
"713",1498665600,NA
"714",1498669200,NA
"715",1498672800,NA
"716",1498676400,NA
"717",1498680000,NA
"718",1498683600,NA
"719",1498687200,NA
